Comune;X;Y;denom;Localiz;nomeparco;weblink;cronologia;Tipologia;info;Telefono;Fax;e_mail;Social;Ticket;Ticket_rid;Orario;Scheda;FotoImage;OBJECTID;Note;Sheet;CODISTAT;data_caricamento
Agrigento;"13.600139";"37.288598";"Tempio D (c.d. di Giunone)";"Collina dei Templi";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";classica;Tempio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_giunone.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_giunone.jpg";"32";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_giunone_eng.pdf";"084001";"1587553507"
Agrigento;"13.578821";"37.292908";"Tempio G di Efesto";"Estremità occidentale della Collina dei Templi";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";classica;Tempio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_efesto.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_efesto.jpg";"33";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_efesto_eng.pdf";"084001";"1587553507"
Agrigento;"13.589629";"37.282521";"Tempio H di Asclepio";"Piana di San Gregorio, S.S. 640";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"classica; ellenistica";Tempio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_asclepio.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_asclepio.jpg";"34";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_asclepio_eng.pdf";"084001";"1587553507"
Agrigento;"13.603329";"37.299236";"Tempio C di Demetra";"Rupe Atenea";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";classica;Tempio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_demetra.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_demetra.jpg";"35";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_demetra_eng.pdf";"084001";"1587553507"
Agrigento;"13.577922";"37.312869";"Tempio E (di Atena?)";"Via Santa Maria dei Greci";"Centro urbano";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";classica;Tempio;NULL;NULL;NULL;NULL;NULL;Libero;Libero;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Agrigento_tempioe.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Agrigento_tempioe.jpg";"36";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Agrigento_tempioe_eng.pdf";"084001";"1587553507"
Agrigento;"13.589080";"37.297451";"Bouleuterion/Odeion";"Poggio San Nicola, via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"classica; ellenistica";"Edificio pubblico civile";"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_bouleuterion.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_bouleuterion.jpg";"37";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_bouleuterion_eng.pdf";"084001";"1587553507"
Agrigento;"13.589218";"37.298252";"Foro romano";"Poggio San Nicola, via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"ellenistica; romana; tardo antica";"Area pubblica civile";"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_foro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_iside.jpg";"38";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_foro_eng.pdf";"084001";"1587553507"
Agrigento;"13.591786";"37.297523";"Quartiere Ellenistico Romano";"Via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"ellenistica; romana";Abitato;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_quartiere.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_quartiere.jpg";"39";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_quartiere_eng.pdf";"084001";"1587553507"
Agrigento;"13.588836";"37.296508";Ekklesiasterion;"Poggio San Nicola, via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"classica; ellenistica";"Edificio pubblico civile";"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ekklesiasterion.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ekklesiasterion.jpg";"40";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ekklesiasterion_eng.pdf";"084001";"1587553507"
Agrigento;"13.588538";"37.296633";"Oratorio di Falaride";"Poggio San Nicola, via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"ellenistica; romana; medievale";Tempio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_falaride.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_falaride.jpg";"41";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_falaride_eng.pdf";"084001";"1587553507"
Agrigento;"13.581328";"37.291557";"Santuario divinità ctonie";"Collina dei Templi settore occidentale";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"arcaica; classica; ellenistica";Santuario;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ctonie.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ctonie.jpg";"181";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ctonie_eng.pdf";"084001";"1587553507"
Agrigento;"13.604259";"37.297263";"Santuario rupestre";"Rupe Atenea";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"arcaica; classica; ellenistica";Santuario;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_santuariorupestre.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_santuariorupestre.jpg";"182";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_santuariorupestre_eng.pdf";"084001";"1587553507"
Agrigento;"13.601869";"37.297373";Mura;"Rupe Atenea";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"arcaica; classica; ellenistica";Fortificazioni;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_mura.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_mura.jpg";"183";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_mura_eng.pdf";"084001";"1587553507"
Agrigento;"13.590352";"37.296302";Teatro;"Via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";ellenistica;Teatro;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;Gratuito;Gratuito;"Visite guidate agli scavi; giorni e orari da definire";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_teatro.jpg";"184";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_teatro_eng.pdf";"084001";"1587553507"
Agrigento;"13.586672";"37.293474";Ginnasio;"Via Passeggiata archeologica";"Parco archeologico e paesaggistico della Valle dei Templi";"http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf";"classica; ellenistica; imperiale";Ginnasio;"Ingresso gratuito a tutti per la prima domenica di ogni mese.";"0922/621657/659/660/661";"0922/26438";"urp.parcoag@regione.sicilia.it";NULL;"€ 10,00";"€ 5,00";"Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ginnasio.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ginnasio.jpg";"195";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ginnasio_eng.pdf";"084001";"1587553507"
"Termini Imerese";"13.824059";"37.973966";"Tempio della Vittoria";"C.da Buonfornello, S.S. 113 - Km 206";"Parco archeologico di Himera";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65";classica;Tempio;"La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.";"0918140128 - 0918140906";"0918140906";"poloarcheologico.pa.uo5@regione.sicilia.it";"https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/";"€ 4,00";"€ 2,00";"Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_vittoria.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_vittoria.jpg";"42";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_vittoria_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.823220";"37.971013";"Santuario di Atena";"C.da Buonfornello, S.S. 113 - Km 206";"Parco archeologico di Himera";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65";"arcaica; classica";Santuario;"La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.";"0918140128 - 0918140906";"0918140906";"poloarcheologico.pa.uo5@regione.sicilia.it";"https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/";"€ 4,00";"€ 2,00";"Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_atena.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_atena.jpg";"43";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_atena_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.821105";"37.970385";"Città alta - Abitato";"C.da Buonfornello, S.S. 113 - Km 206";"Parco archeologico di Himera";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65";"arcaica; classica";Abitato;"La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.";"0918140128 - 0918140906";"0918140906";"poloarcheologico.pa.uo5@regione.sicilia.it";"https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/";"€ 4,00";"€ 2,00";"Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_abitato.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_abitato.jpg";"44";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_abitato_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.818720";"37.971270";"Città bassa - Quartiere Cancila";"C.da Buonfornello, S.S. 113 - Km 206";"Parco archeologico di Himera";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65";"arcaica; classica";Abitato;"La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.";"0918140128 - 0918140906";"0918140906";"poloarcheologico.pa.uo5@regione.sicilia.it";"https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/";"€ 4,00";"€ 2,00";"Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_cancila.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_cancila.jpg";"75";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_cancila_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.693850";"37.987784";Anfiteatro;"Via Anfiteatro - Piano Barlaci";"Area archeologica di Termini Imerese";"http://www.prolocotermini.it/index.php?option=com_content&view=article&id=111:anfiteatro-romano&catid=82:monumenti&Itemid=435";imperiale;Anfiteatro;NULL;NULL;NULL;NULL;NULL;Libero;Libero;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_anfiteatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_anfiteatro.jpg";"164";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_anfiteatro_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.693206";"37.987659";Curia;"Villa Niccolò Palmeri, via Enrico Iannelli";"Area archeologica di Termini Imerese";"http://www.prolocotermini.it/index.php?option=com_content&view=article&id=142:villa-comunale-palmeri&catid=91:luoghi-di-interesse&Itemid=630";imperiale;"Edificio pubblico civile";NULL;NULL;NULL;NULL;NULL;Libero;Libero;"Tutti i giorni";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_curia.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_curia.jpg";"165";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_curia_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.685197";"37.970343";"Acquedotto Cornelio";"C.da Figurella";"Area archeologica di Termini Imerese";"http://www.prolocotermini.it/index.php?option=com_content&view=article&id=85:acquedotto-romano-cornelio&catid=82:monumenti&Itemid=630";imperiale;Acquedotto;NULL;NULL;NULL;NULL;NULL;Libero;Libero;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_cornelio.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_cornelio.jpg";"166";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_cornelio_eng.pdf";"082070";"1587553507"
"Termini Imerese";"13.697470";"37.987860";Abitato;"Centro storico";"Area archeologica di Termini Imerese";NULL;imperiale;Abitato;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini.jpg";"200";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_eng.pdf";"082070";"1587553507"
"Santa Flavia";"13.531488";"38.092613";"Cd. Ginnasio";"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ginnasio.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_ginnasio.jpg";"45";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ginnasio_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531679";"38.093010";"Casa di Leda";"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_leda.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_leda.jpg";"46";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_leda_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.532243";"38.094597";"Casa delle Ghirlande";"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ghirlande.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_ghirlande.jpg";"47";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ghirlande_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.530421";"38.093386";"Casa delle Maschere";"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_maschere.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_maschere.jpg";"48";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_maschere_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531301";"38.092887";"Casa di Arpocrate";"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_arpocrate.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_arpocrate.jpg";"49";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_arpocrate_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531947";"38.094167";Teatro;"Località Solunto, Via Collegio Romano";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Teatro;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_teatro.jpg";"50";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_teatro_eng.pdf";"082067";"1587553507"
