Comune;Provincia;Categoria;Tipologia;Nome;Indirizzo;Sito internet;Telefono;Email;Codice;Longitudine;Latitudine
Cinisi;Palermo;3 Stelle;Affittacamere;Cinisi Vacanze Affittacamere;Via Artale 41;;0918664326;info@cinisivacanze.it;TRS-IT-SIC-05243;13.108453;38.156318
Cinisi;Palermo;3 Stelle;Affittacamere;Tam Vacanze Sole;Via Mangiapane 52;http://www.tamcasavacanze.it;0918699422;info@tamcasavacanze.it;TRS-IT-SIC-06660;13.108233;38.156944
Cinisi;Palermo;3 Stelle;Bed & Breakfast;BB Kunesias;Via Salvatore Badalamenti 246;http://www.Kunesias.it;0918664326;Kunesias@live.it;TRS-IT-SIC-05329;13.103497;38.158211
Cinisi;Palermo;3 Stelle;Bed & Breakfast;Cinisi 89;Via Luigi Einaudi 89;http://www.cinisi89bandb.wix.com\cinisi-89;3391051013;gatopalazzolo@gmail.com;TRS-IT-SIC-02210;13.110447;38.166303
Cinisi;Palermo;3 Stelle;Bed & Breakfast;Kristal;Corso Umberto 204;;;cristyna1674@gmail.com;TRS-IT-SIC-07781;13.105556;38.158451
Cinisi;Palermo;3 Stelle;Bed & Breakfast;Le Terrazze di Don Mariano;Via P. Mattarella 17;;;soniamanzella@live.it;TRS-IT-SIC-07780;13.094418;38.169525
Cinisi;Palermo;3 Stelle;Bed & Breakfast;Mare e monti;Via Imbriani 90;http://www.cinisimareemonti.it/;0917846752;cinisimareemonti@gmail.com;TRS-IT-SIC-07400;13.107077;38.154924
Cinisi;Palermo;3 Stelle;Bed & Breakfast;Villa rosa dei venti;Via Paolo Borsellino 107;http://www.villarosadeiventi.eu;0918694438;bebvillarosadeiventi@gmail.com;TRS-IT-SIC-06010;13.120305;38.181695
Cinisi;Palermo;3 Stelle;Hotel;Azzolini Palm Beach Hotel;Via Ciucca 1;http://www.palmbeachhotel.it;0918682033;info@palmbeachhotel.it;TRS-IT-SIC-01976;13.083384;38.157231
Cinisi;Palermo;4 Stelle;Hotel;Florio Park Hotel;Via Magaggiari Snc;http://www.florioparkhotel.it/;0918684222;info@florioparkhotel.it;TRS-IT-SIC-04127;13.085689;38.162384
Cinisi;Palermo;4 Stelle;Hotel;Magaggiari Hotel Resort;Via P. Impastato 7;http://www.hotelmagaggiari.com/;0918665351;info@hotelmagaggiari.com;TRS-IT-SIC-04198;13.094235;38.166814
Collesano;Palermo;1 Stella;Campeggi;Zagare sul mare;Contrada Gatto sn;;;alessandro.chiarenza1@gmail.com;TRS-IT-SIC-07526;13.888671;37.981803
Collesano;Palermo;1 Stella;Case e Appartamenti per Vacanze;Bellaria;Via delle rocce 5;;3207944936;Bellariasrl@gmail.com;TRS-IT-SIC-07658;13.93904;37.92391
Collesano;Palermo;1 Stella;Case e Appartamenti per Vacanze;Le Stanze del Borgo;Via Benincasa 3;;0915501246;salvofederico@libero.it;TRS-IT-SIC-04924;13.938027;37.919273
Collesano;Palermo;1 Stella;Turismo Rurale;Casena di Mongerrati;Contrada Mongerrati sn;;0916314089;enzo.cicero59@gmail.com;TRS-IT-SIC-07142;13.971308;37.92362
Contessa Entellina;Palermo;1 Spiga;Agriturismo;Masseria Pizzillo;Contrada Pizzillo snc;;0916259620;masseriapizzillo@gmail.com;TRS-IT-SIC-04183;13.183355;37.729539
Contessa Entellina;Palermo;3 Stelle;Bed & Breakfast;Rocca dei Capperi;Contrada Bagnitelle Snc;;3200419717;info@roccadeicapperi.it;TRS-IT-SIC-02068;13.183355;37.729539
Corleone;Palermo;1 Stella;Case e Appartamenti per Vacanze;Casa Vacanze Corleone;Via Rua del Piano 75/77;;3401557652;trombadore.v@gmail.com;TRS-IT-SIC-04672;13.304718;37.811098
Corleone;Palermo;3 Stelle;Bed & Breakfast;Il Gattopardo;Via Sant'Agostino 21;http://www.bbilgattopardocorleone.it/;0918464423;booking@bbilgattopardocorleone.it;TRS-IT-SIC-07156;13.301282;37.811152
Corleone;Palermo;3 Stelle;Hotel;Belvedere;SP 80  - Contrada Belvedere snc;;0918464000;francosaporito48@gmail.com;TRS-IT-SIC-02063;13.298345;37.804217
Corleone;Palermo;3 Stelle;Hotel;Hotel Leon D'oro;Via Madre Teresa Cortimiglia  cont. Punzonotto 9;http://www.leondorocorleone.it;0918464287;info@leondorocorleone.it;TRS-IT-SIC-02100;13.294248;37.822341
Ficarazzi;Palermo;3 Stelle;Hotel;La Martinica;Via Europa 9;;0916360997;info@lamartinica.it;TRS-IT-SIC-02319;13.456679;38.095074
Gangi;Palermo;1 Stella;Affittacamere;Azzurra;Contrada Rain� Snc;;0921644680;info@villaraino.it;TRS-IT-SIC-04304;14.205906;37.79665
Gangi;Palermo;1 Stella;Case e Appartamenti per Vacanze;Camporotondo Gangi Vecchio;Contrada Camporotondo snc;http://www.casavacanzecamporotondo.it/;;casavacanze86@libero.it;TRS-IT-SIC-06989;14.230915;37.776019
Gangi;Palermo;1 Stella;Case e Appartamenti per Vacanze;Divino;Contrada Marangolo Snc;http://www.ristorantedivino.eu/;0921501104;divinoristorante@libero.it;TRS-IT-SIC-04731;14.205906;37.79665
Gangi;Palermo;1 Stella;Case e Appartamenti per Vacanze;Residence Ventimiglia;Corso Umberto I 45;https://www.residenceventimiglia.com;;residenceventimiglia@gmail.com;TRS-IT-SIC-07397;14.205598;37.797597
Gangi;Palermo;1 Stella;Hotel;Miramonti;Via Nazionale 13;http://miramontihotel.jimdo.com;0921644424;info@villaraino.it;TRS-IT-SIC-01821;14.200641;37.798233
Gangi;Palermo;3 Stelle;Bed & Breakfast;Casa e Putia;Via G.F. Vitale 113;http://www.casaeputia.it;3331476972;booking@casaeputia.it;TRS-IT-SIC-02080;14.208956;37.7956
Gangi;Palermo;3 Stelle;Bed & Breakfast;Del Corso;Corso Umberto I 1;http://www.bebdelcorsogangi.it;0921/689573;virgaalberto@tiscali.it;TRS-IT-SIC-06208;14.204692;37.79869
Gangi;Palermo;3 Stelle;Bed & Breakfast;Il Galletto R...;Via Graffeo 14;;0921689071;bbilgallettor@gmail.com;TRS-IT-SIC-02384;14.207828;37.796708
Gangi;Palermo;3 Stelle;Bed & Breakfast;Nonna Grazia;SS 120 sn;;;ncarmisano@gmail.com;TRS-IT-SIC-07698;14.246077;37.795844
Gangi;Palermo;3 Stelle;Bed & Breakfast;Santa Lucia nel cuore del borgo;Via Santa Lucia 5;;393 7777825;info@bebsantaluciagangi.it;TRS-IT-SIC-05975;14.206488;37.796552
Gangi;Palermo;3 Stelle;Turismo Rurale;Casale Villa Rain�;Contrada Rain� Snc;http://www.villaraino.it/;0921644680;info@villaraino.it;TRS-IT-SIC-02417;14.20412;37.795684
Gangi;Palermo;3 Stelle;Turismo Rurale;Villa Portelle;Contrada Portelle snc;;0921458002;info@villaportelle.com;TRS-IT-SIC-06299;14.20728;37.809061
Gangi;Palermo;4 Stelle;Hotel;Park Hotel Perla Di Engio;Contrada S. Caterina Snc;http://www.perladiengio.it/HPE/IT/Default.aspx;0921689281;info@perladiengio.it;TRS-IT-SIC-04272;14.211233;37.783241
Geraci Siculo;Palermo;1 Stella;Case e Appartamenti per Vacanze;Domina;Contrada Montededaro Snc;;0921645468;robertodomina@tiscali.it;TRS-IT-SIC-04755;14.152703;37.85189
Geraci Siculo;Palermo;1 Stella;Case e Appartamenti per Vacanze;Le Mura;Via Pietro Nenni 1;;0921643583;;TRS-IT-SIC-07575;14.153845;37.860426
Geraci Siculo;Palermo;3 Stelle;Affittacamere;Notti O' Tunn;Via Vittorio Emanuele 75;http://www.nottiotunn.com/;0921 643407;info@nottiotunn.com;TRS-IT-SIC-06933;14.153385;37.85626
Geraci Siculo;Palermo;3 Stelle;Affittacamere;Porta Baciamano;Via Porta Baciamano 11;;;baciamano11@gmail.com;TRS-IT-SIC-07010;14.153642;37.858214
Godrano;Palermo;2 Stelle;Turismo Rurale;Casale Valle Agnese;Contrada Biviere snc;http://www.casalevalleagnese.it/;;casalevalleagnese@libero.it;TRS-IT-SIC-07019;13.418519;37.8884
Gratteri;Palermo;3 Stelle;Affittacamere;Dimora dei Frati;Via Borgognone 22;http://www.dimoradeifrati.it;0921431111;markus@dimoradeifrati.it;TRS-IT-SIC-04271;13.972808;37.964253
Gratteri;Palermo;3 Stelle;Bed & Breakfast;Annu' cc�;Contrada Rapputi snc;;0921911449;amaia.garcia@gmail.com;TRS-IT-SIC-01961;13.974521;37.96545
Isnello;Palermo;1 Stella;Affittacamere;Hysnara;Via Di Maria 6;;0921662810;hysnara.casavacanze@libero.it;TRS-IT-SIC-04495;14.00768;37.943547
Isnello;Palermo;3 Stelle;Affittacamere;La Casa di Isi;Contrada Pedagni - Aculeia Snc;http://lacasadiisi.altervista.org/wordpress/;0921679035;lacasadiisimadonie@libero.it;TRS-IT-SIC-04510;14.025166;37.946414
Isnello;Palermo;3 Stelle;Hotel;Hotel Baita del Faggio;Contrada Fontanone del Faggio Snc;http://www.baitadelfaggio.it/eng/index.htm#;0921662197;baitadelfaggio@baitadelfaggio.it;TRS-IT-SIC-03967;14.007657;37.875785
Isola Delle Femmine;Palermo;2 Stelle;Bed & Breakfast;Villa le due palme;Via Vittorio Pozzo 19;;091;pippomauro54@libero.it;TRS-IT-SIC-07557;13.241544;38.186993
Isola Delle Femmine;Palermo;2 Stelle;Campeggi;Camping LA Playa;Via Marino 55;;0918677001;campinglaplaya@virgilio.it;TRS-IT-SIC-05230;13.243721;38.196168
Isola Delle Femmine;Palermo;2 Stelle;Hotel;La Scogliera Azzurra;Via Nazionale S.S 113 13;http://www.scoglieraazzurra.it/;0918677874;scoglieraazzurra@hotmail.it;TRS-IT-SIC-03934;13.25616;38.199568
Isola Delle Femmine;Palermo;3 Stelle;Hotel;Hotel Eufemia;Via Nazionale 28;;0918677800;hoteleufemia@libero.it;TRS-IT-SIC-03994;13.25135;38.192999
Isola Delle Femmine;Palermo;3 Stelle;Hotel;Saracen Sands Hotel;Via Saraceni 1;http://www.hotelsaracen.it/;0918671423;info@saracenvillage.it;TRS-IT-SIC-02401;13.240469;38.183593
Isola Delle Femmine;Palermo;4 Stelle;Hotel;Sirenetta;Viale Dei Saraceni Snc;http://www.hotelsirenettapalermo.it/;0918671538;informazioni@sirenetta.it;TRS-IT-SIC-02403;13.23882;38.186228
Lascari;Palermo;1 Stella;Case e Appartamenti per Vacanze;Le Ville dell'Eden;Via Piana Nuova 14;;;giardina.benedetto@libero.it;TRS-IT-SIC-06311;13.92191;38.011043
Lascari;Palermo;2 Stelle;Turismo Rurale;Poggio Pozzetti;Contrada Pozzetti Snc;http://www.poggiopozzetti.it/;0921922339;info@poggiopozzetti.it;TRS-IT-SIC-02454;13.934436;37.986457
Lascari;Palermo;3 Stelle;Bed & Breakfast;Il Muretto;Via Salvatore Chiaramonte 16;;;ilmuretto@live.com;TRS-IT-SIC-07267;13.941616;37.999559
Lascari;Palermo;3 Stelle;Bed & Breakfast;La Vecchia Forgia;Via Mazzini 23;http://www.lavecchiaforgiabeb.it/;3398373864;lavecchiaforgia@gmail.com;TRS-IT-SIC-02124;13.940066;38.00062
Lascari;Palermo;3 Stelle;Bed & Breakfast;Le dune;Via del mare 15;http://www.ish-dune.it/;0921 911223;info@ish-dune.it;TRS-IT-SIC-06334;13.934986;38.020587
Lascari;Palermo;3 Stelle;Bed & Breakfast;Salvatore Chiaramonte;Via Salvatore Chiaramonte 16;;3314721018;ilmuretto@live.com;TRS-IT-SIC-02386;13.941463;37.999648
Lascari;Palermo;3 Stelle;Bed & Breakfast;Sunrise;Via Salinelle 23;;0921423216;bbsunrise@libero.it;TRS-IT-SIC-02116;13.931723;38.014004
Lercara Friddi;Palermo;3 Stelle;Bed & Breakfast;I Sogni di Morfeo;Via Sant'Anna 56;;0918251372;isognidimorfeo@tiscali.it;TRS-IT-SIC-02366;13.599916;37.749929
Lercara Friddi;Palermo;3 Stelle;Bed & Breakfast;Simo Amour;Via Pietro Nenni 73;;091/6165127;info@bbsimoamour.it;TRS-IT-SIC-02115;13.610811;37.747171
Marineo;Palermo;1 Stella;Bed & Breakfast;La Rocca;Via Agrigento 22;http://www.beblaroccamarineo.it;;beb.larocca@gmail.com;TRS-IT-SIC-07122;13.418385;37.952206
Mezzojuso;Palermo;1 Stella;Case e Appartamenti per Vacanze;Achille Gesualda;Via Nicol� Di Marco 29/31;;0918203667;aldaachille@libero.it;TRS-IT-SIC-04527;13.463994;37.865648
Misilmeri;Palermo;1 Stella;Case e Appartamenti per Vacanze;Torre del Duca;Contrada Mangano Snc;;3888655205;torredelduca1957@libero.it;TRS-IT-SIC-05106;13.448187;38.029903
Misilmeri;Palermo;2 Stelle;Hotel;Hotel Miravalle;Contrada Segretaria snc;http://www.miravallehotel.it;0918722788;info@miravallehotel.it;TRS-IT-SIC-01970;13.448187;38.029903
Monreale;Palermo;1 Spiga;Agriturismo;Portella della Ginestra;Via Ginestra snc;;0918579541;antoniocastro@liberaterramediterraneo.it;TRS-IT-SIC-04193;13.288983;38.081499
Monreale;Palermo;1 Stella;Affittacamere;Casa Lilla;Via Antonio Veneziano 112;;0916401172;guardimarco@yahoo.it;TRS-IT-SIC-04323;13.290109;38.081916
Monreale;Palermo;1 Stella;Affittacamere;Hootel Duomo Monreale;Via Guglielmo II 2;http://www.hootelduomomonreale.it/it/;3209061426;info@hootelduomomonreale.it;TRS-IT-SIC-04489;13.291283;38.08214
Monreale;Palermo;1 Stella;Affittacamere;Tomicla;Via Chiasso Bailaroto 2;;0916402601;tomicla@hotmail.it;TRS-IT-SIC-04483;13.294009;38.082332
Monreale;Palermo;1 Stella;Bed & Breakfast;Novelli;Via Pietro Novelli 230;;;;TRS-IT-SIC-02012;13.285082;38.079852
Monreale;Palermo;1 Stella;Case e Appartamenti per Vacanze;Case Di Carlo;Contrada Strasatto Snc;;091437248;oceaniaviaggi@tiscali.it;TRS-IT-SIC-04677;13.288983;38.081499
Monreale;Palermo;1 Stella;Case per Ferie;Centro Maria Santissima Immacolata;SP 89 Snc;http://www.centromariaimmacolata.it;091419211;info@centromariaimmacolata.it;TRS-IT-SIC-02220;13.289498;38.081359
Monreale;Palermo;1 Stella;Hotel;Ai Pini;Via Villaggio Monta Snc;;091418198;ristaipini@libero.it;TRS-IT-SIC-03913;13.244845;38.090771
Monreale;Palermo;1 Stella;Hotel;Hotel San Martino;Via Regione Siciliana Frazione San Martino delle Scale 106/108;http://www.hotelristorantesanmartino.com;091418149;daniela-genovese@alice.it;TRS-IT-SIC-01823;13.293918;38.089854
Monreale;Palermo;2 Stelle;Affittacamere;Locanda Re Ruggero;Via Arcivescovado 9;http://www.locandareruggero.it/;3485241341;info@locandareruggero.it;TRS-IT-SIC-04515;13.292686;38.082594
Monreale;Palermo;2 Stelle;Bed & Breakfast;Casa SuccoAcido;Via P.C. 16;https://casasuccoacido.com;3711502242;home@succoacido.net;TRS-IT-SIC-06505;13.224251;38.04036
Monreale;Palermo;2 Stelle;Bed & Breakfast;Krysos;Via Isabella Catalano 51;;3297974586;simona.marchese_94@libero.it;TRS-IT-SIC-03413;13.087326;37.955196
Monreale;Palermo;3 Spighe;Agriturismo;Casale del Principe;Contrada Dammusi Snc;http://www.casaledelprincipe.it/home-5/;0918579910;info@casaledelprincipe.it;TRS-IT-SIC-05337;13.288983;38.081499
Monreale;Palermo;3 Spighe;Agriturismo;Principe Spa;Via S. P. 67 Bis Snc;;0918579910;info@casaledelprincipe.it;TRS-IT-SIC-05713;13.288983;38.081499
Monreale;Palermo;3 Stelle;Affittacamere;Palazzo Ducale Suites;Via Duca degli Abruzzi 8;http://www.palazzoducalesuites.it/;0916404298;info@palazzoducalesuites.it;TRS-IT-SIC-04405;13.289357;38.080823
Monreale;Palermo;3 Stelle;Bed & Breakfast;Al Giardino;Via Frassinelli e Mulini 75;http://www.bebalgiardino.com;0916404866;info@bebalgiardino.com;TRS-IT-SIC-01959;13.297006;38.077014
Monreale;Palermo;3 Stelle;Bed & Breakfast;Casa di Valentina;Via Aquino 92;;0916407838;casadivalentina@gmail.com;TRS-IT-SIC-02076;13.306371;38.074751
Monreale;Palermo;3 Stelle;Bed & Breakfast;Casa La Corte;Salita Valenza 9;;;casalacorte2017@hotmail.com;TRS-IT-SIC-07783;13.28989;38.081953
Monreale;Palermo;3 Stelle;Bed & Breakfast;Casa rossa;Via P. Novelli 297;http://www.bbcasarossa.com;0916409577;bbcasarossa@bbcasarossa.com;TRS-IT-SIC-02215;13.278013;38.075649
Monreale;Palermo;3 Stelle;Bed & Breakfast;Elvira al Duomo;Via S. Liberata 17;http://www.elviralduomo.it;0916407165;bb_elviralduomo@yahoo.it;TRS-IT-SIC-02360;13.296394;38.08025
Monreale;Palermo;3 Stelle;Bed & Breakfast;La Collegiata;Via Salita Collegiata 6;http://www.collegiatabbmonreale.it/;0916402111;info@collegiatabbmonreale.it;TRS-IT-SIC-07446;13.292011;38.08355
Monreale;Palermo;3 Stelle;Bed & Breakfast;La Piazzetta;Piazza Baglio Musso 12;http://www.lapiazzettabnb.com;329 5419701;info@lapiazzettabnb.com;TRS-IT-SIC-05723;13.288983;38.081499
Monreale;Palermo;3 Stelle;Bed & Breakfast;Locanda del drago;Via Fontana del drago 19;http://www.locandadeldrago.it;3485241341;locandadeldrago@tiscali.it;TRS-IT-SIC-05574;13.294603;38.085412
Monreale;Palermo;3 Stelle;Bed & Breakfast;Palazzo Cut�;Largo Cut� 6;http://palazzocuto.it/;0912735647;labrunapaolo@alice.it;TRS-IT-SIC-07744;13.293642;38.082195
Monreale;Palermo;3 Stelle;Bed & Breakfast;Rocca di Monreale;Via Santicelli 10/5;;0916401698;roccadimonreale@alice.it;TRS-IT-SIC-02111;13.315232;38.088109
Monreale;Palermo;4 Stelle;Hotel;Guglielmo II;Via Circonvallazione 34;http://hotelguglielmo.com;0916404338;info@hotelguglielmo.com;TRS-IT-SIC-06179;13.302685;38.088257
Monreale;Palermo;4 Stelle;Turismo Rurale;Antica Stazione Ferroviaria Ficuzza;Via Vecchia Stazione Snc;http://www.anticastazione.it;0918460000;info@anticastazione.it;TRS-IT-SIC-02223;13.37932;37.884566
Monreale;Palermo;4 Stelle;Turismo Rurale;Baglio Rakali;Contrada Billiemi Snc;;0918900619;info@bagliorakali.it;TRS-IT-SIC-02274;13.288983;38.081499
Montelepre;Palermo;1 Stella;Case e Appartamenti per Vacanze;Ariosto 24;Via Ariosto 24;http://www.ariosto24.it/wordpress/;0918983047;rinopreviti@libero.it;TRS-IT-SIC-04610;13.172995;38.089009
Montelepre;Palermo;1 Stella;Case e Appartamenti per Vacanze;Casa Vacanze Caputo;Via Madonna del Carmine 43;;3384632096;annibale20@libero.it;TRS-IT-SIC-05482;13.177914;38.090869
Montelepre;Palermo;2 Stelle;Hotel;Hotel Rose Garden;Via Circonvallazione 120;http://www.hotelrosegarden.it/;0918784360;info@hotelrosegarden.it;TRS-IT-SIC-03942;13.165377;38.089186
Montelepre;Palermo;3 Stelle;Hotel;Castello di Giuliano;Via Pietro Merra 1;http://www.castellodigiuliano.it/;0917874727;castellodigiuliano@interfree.it;TRS-IT-SIC-02064;13.171572;38.091825
Montemaggiore Belsito;Palermo;1 Stella;Case e Appartamenti per Vacanze;Case Lambrosa;Via noce 21/25;http://www.caselambrosa.it/index.php?lang=it;091346975;valentini.pal@inwind.it;TRS-IT-SIC-04678;13.759265;37.849308
Montemaggiore Belsito;Palermo;1 Stella;Case e Appartamenti per Vacanze;Magnolia;Via P. Arcara 18;;0918995280;fasogiusi@gmail.com;TRS-IT-SIC-06988;13.75967;37.848615
Palazzo Adriano;Palermo;1 Stella;Affittacamere;La Cartiera;Via Rosolino Pilo 2;;0918348396;digiovannidomenica@gmail.com;TRS-IT-SIC-04508;13.379725;37.679537
Palazzo Adriano;Palermo;1 Stella;Hotel;Albergo Del Viale;Via XX settembre 3;http://www.ristorantealbergodelviale.it;0918348164;antoninabarbata@alice.it;TRS-IT-SIC-01814;13.380013;37.680997
Palazzo Adriano;Palermo;2 Stelle;Hotel;A Casa Vecchia;Via Mario Rapisardi Snc;;0918348774;valledelsosio@interfree.it;TRS-IT-SIC-03917;13.379061;37.681523
Palazzo Adriano;Palermo;3 Stelle;Hotel;Casale Borgia Resort;Contrada Favara di Borgia Snc;http://www.casaleborgia.it/;0918348774;info@casaleborgia.it;TRS-IT-SIC-03972;13.382505;37.667418
Palermo;Palermo;1 Stella;Affittacamere;29 Venti;Via Salvatore Meccio 25;http://www.29ventipalermo.com;091 74 72 688;info@29ventipalermo.com;TRS-IT-SIC-06928;13.354511;38.12278
Palermo;Palermo;1 Stella;Affittacamere;A casa di amici guesthouse;Via Dante 57;http://www.acasadiamici.com;09176546501;info@acasadiamici.com;TRS-IT-SIC-05128;13.350844;38.123822
Palermo;Palermo;1 Stella;Affittacamere;Afea Tre;Via Principe di Belmonte 33;http://www.bbafea.it;0919468392;info@bbafea.it;TRS-IT-SIC-01028;13.36068;38.12526
Palermo;Palermo;1 Stella;Affittacamere;Affittacamere Guttuso;Via Roma 111;;0916166881;booking@ambasciatorihotelpalermo.it;TRS-IT-SIC-07054;13.364987;38.114187
Palermo;Palermo;1 Stella;Affittacamere;Bedda Mari;Via Alessandro Paternostro 101;http://www.beddamari.com;;info@beddamari.com;TRS-IT-SIC-07344;13.365558;38.117048
Palermo;Palermo;1 Stella;Affittacamere;Casa Aurelia;Via R. Gregorio 36;;0916169936;b.benia@alice.it;TRS-IT-SIC-01033;13.367378;38.139638
Palermo;Palermo;1 Stella;Affittacamere;Casa Nostra;Vicolo Maestro Cristoforo 2;http://www.casanostrapalermo.com;091327003;info@casanostrapalermo.com;TRS-IT-SIC-07719;13.355024;38.118568
Palermo;Palermo;1 Stella;Affittacamere;Castelnuovo Rooms;Piazza Bagnasco 11;http://www.castelnuovopalermo.com/;091580000;castelnuovo.palermo@gmail.com;TRS-IT-SIC-07028;13.354952;38.123456
Palermo;Palermo;1 Stella;Affittacamere;Cecilia 5;Via Piccola Teatro S.Cecilia 5;;0917920209;ctb.palermo@libero.it;TRS-IT-SIC-01038;13.365347;38.113655
Palermo;Palermo;1 Stella;Affittacamere;Mondello Rooms;Via Gallo 31;;;;TRS-IT-SIC-01064;13.327541;38.20867
Palermo;Palermo;1 Stella;Affittacamere;Montereale;Corso Calatafimi 1096;http://www.villamontereale.com;;info@villamontereale.com;TRS-IT-SIC-07167;13.304188;38.091231
Palermo;Palermo;1 Stella;Affittacamere;Roma Street;Via Roma 118;;0917920209;ctb.palermo@libero.it;TRS-IT-SIC-01112;13.364792;38.114027
Palermo;Palermo;1 Stella;Affittacamere;The Cathedral Guest House;Via del Celso 78;https://www.airbnb.it/rooms/7702236;3914134719;thecathedral.pa@gmail.com;TRS-IT-SIC-06663;13.357064;38.116023
Palermo;Palermo;1 Stella;Affittacamere;The Norman Palace Guest House;Via Nairobi 31;;;thecathedral.pa@gmail.com;TRS-IT-SIC-07868;13.34936;38.109613
Palermo;Palermo;1 Stella;Affittacamere;Times Luxury Rooms;Corso dei Mille 168;http://www.timesbb.it;0915085830;info@timesbb.it;TRS-IT-SIC-06202;13.370179;38.109706
Palermo;Palermo;1 Stella;Affittacamere;Tonnara Bordonaro;Via Bordonaro 9;;0916372267;info@kursaalsrl.it;TRS-IT-SIC-01119;13.368504;38.165199
Palermo;Palermo;1 Stella;Affittacamere;Touristhouse;Via Gallo 31;;3389762187;touristhousemondello@libero.it;TRS-IT-SIC-03432;13.327541;38.20867
Palermo;Palermo;1 Stella;Affittacamere;Zero Room & Breakfast;Via Paolo Balsamo 22;http://www.bbzero.it;;info@bbzero.it;TRS-IT-SIC-06313;13.368238;38.110246
Palermo;Palermo;1 Stella;Bed & Breakfast;ABACO;Via Divisi 49;;;;TRS-IT-SIC-01093;13.365018;38.113021
Palermo;Palermo;1 Stella;Bed & Breakfast;A due passi da;Via Milano 39;http://www.aduepassida.net/;0916101064;aduepassida@libero.it;TRS-IT-SIC-07123;13.367032;38.111871
Palermo;Palermo;1 Stella;Bed & Breakfast;Alba sui tetti;Via Gaetano Maria Pernice 5;http://www.albasuitetti.it/;;info@albasuitetti.it;TRS-IT-SIC-06332;13.340317;38.144708
Palermo;Palermo;1 Stella;Bed & Breakfast;Alla Zisa;Via Guerrazzi 23;;0917848425;;TRS-IT-SIC-01147;13.343316;38.114409
Palermo;Palermo;1 Stella;Bed & Breakfast;Amici di Pina;Via Bergamo 29;;;amicidipina.bedandbreakfast@gmail.com;TRS-IT-SIC-06913;13.366978;38.103341
Palermo;Palermo;1 Stella;Bed & Breakfast;Arte Palermo;Vicolo Madonna del Cassaro 7;;091325780;marjolein_wortmann@hotmail.com;TRS-IT-SIC-01189;13.36516;38.11687
Palermo;Palermo;1 Stella;Bed & Breakfast;B&B Barcarello61;Via Barcarello 61;;3294482129;barcarello61@gmail.com;TRS-IT-SIC-06134;13.279717;38.204167
Palermo;Palermo;1 Stella;Bed & Breakfast;B&B Libert�;Via Filippo Turati 5;http://www.bedandbreakfastliberta.it;0915075843;info@bedandbreakfastliberta.it;TRS-IT-SIC-07342;13.356583;38.125703
Palermo;Palermo;1 Stella;Bed & Breakfast;Bienbi Pisani;Corso Pisani 56;;;bartolottaannamaria@gmail.com;TRS-IT-SIC-07782;13.349347;38.108582
Palermo;Palermo;1 Stella;Bed & Breakfast;Boh�me;Via Catania 15;http://www.bbboheme.com;;info@bbboheme.com;TRS-IT-SIC-07236;13.349363;38.128152
Palermo;Palermo;1 Stella;Bed & Breakfast;Bruno and Breakfast;Via Antonio Marinuzzi 141;;3285891410;bebruno141@gmail.com;TRS-IT-SIC-07687;13.365625;38.104835
Palermo;Palermo;1 Stella;Bed & Breakfast;Casa Ballar�;Via Carlo Pisacane 5;http://www.casaballaro.it;;info@casaballaro.it;TRS-IT-SIC-07710;13.364012;38.109388
Palermo;Palermo;1 Stella;Bed & Breakfast;Casa Carlotta;Via XX Settembre 14;;0916118305;carlottanodice@hotmail.it;TRS-IT-SIC-06378;13.353676;38.124838
Palermo;Palermo;1 Stella;Bed & Breakfast;Casa dei Colli;Via San Lorenzo 275;;;casadeicolli@libero.it;TRS-IT-SIC-07190;13.314492;38.167807
Palermo;Palermo;1 Stella;Bed & Breakfast;Casa Mediterraneo;Via V.zo Di Marco 45;http://www.casamediterraneo.it;3389158839;info@casamediterraneo.it;TRS-IT-SIC-01316;13.361267;38.115688
Palermo;Palermo;1 Stella;Bed & Breakfast;Casa Orioles;Via alla piazza dei tedeschi 4;;;info@casaorioles.it;TRS-IT-SIC-07159;13.357267;38.111415
Palermo;Palermo;1 Stella;Bed & Breakfast;Castiglia;Via Gorizia 8;http://www.bbcastiglia.it;0916172341;bb.castiglia@gmail.com;TRS-IT-SIC-01328;13.366074;38.112198
Palermo;Palermo;1 Stella;Bed & Breakfast;Cuore di Palermo;Via Albergheria 172;;3332036707;bmw78@hotmail.it;TRS-IT-SIC-01338;13.357385;38.10956
Palermo;Palermo;1 Stella;Bed & Breakfast;Gio�;Via Giuseppe Lanza di Scalea 362;;;mariosilver10@hotmail.it;TRS-IT-SIC-07656;13.316007;38.167847
Palermo;Palermo;1 Stella;Bed & Breakfast;La Favorita;Via Versilia, 1;http://www.bnb-lafavorita.it;3289248215;info@bnb-lafavorita.it;TRS-IT-SIC-04991;13.336108;38.147635
Palermo;Palermo;1 Stella;Bed & Breakfast;La Fenicia;Corso dei Mille 149;http://www.bblafenicia.com;0912524659;info@bblafenicia.com;TRS-IT-SIC-04153;13.370305;38.108856
Palermo;Palermo;1 Stella;Bed & Breakfast;La Fuitina;Via Garraffello 6;http://www.fuitina.com;0919766501;info@fuitina.com;TRS-IT-SIC-01142;13.365314;38.117348
