Comune;Long;Lat;Denominazione;Indirizzo;Nome Parco;Riferimenti Web;Cronologia;Tipologia;Info;Telefono;Email;Social;Ticket Intero;Ticket Ridotto;Orario;Scheda;Immagini;Note;Sheet
Agrigento;13.603329;37.299236;Tempio C di Demetra;Rupe Atenea;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;classica;Tempio;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_demetra.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_demetra.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_demetra_eng.pdf
Agrigento;13.577922;37.312869;Tempio E (di Atena?);Via Santa Maria dei Greci;Centro urbano;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;classica;Tempio;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Agrigento_tempioe.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Agrigento_tempioe.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Agrigento_tempioe_eng.pdf
Agrigento;13.58908;37.297451;Bouleuterion/Odeion;Poggio San Nicola, via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"classica; ellenistica";Edificio pubblico civile;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_bouleuterion.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_bouleuterion.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_bouleuterion_eng.pdf
Agrigento;13.589218;37.298252;Foro romano;Poggio San Nicola, via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"ellenistica; romana; tardo antica";Area pubblica civile;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_foro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_iside.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_foro_eng.pdf
Agrigento;13.591786;37.297523;Quartiere Ellenistico Romano;Via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"ellenistica; romana";Abitato;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_quartiere.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_quartiere.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_quartiere_eng.pdf
Agrigento;13.588836;37.296508;Ekklesiasterion;Poggio San Nicola, via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"classica; ellenistica";Edificio pubblico civile;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ekklesiasterion.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ekklesiasterion.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ekklesiasterion_eng.pdf
Agrigento;13.588538;37.296633;Oratorio di Falaride;Poggio San Nicola, via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"ellenistica; romana; medievale";Tempio;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_falaride.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_falaride.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_falaride_eng.pdf
Agrigento;13.581328;37.291557;Santuario divinità ctonie;Collina dei Templi settore occidentale;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"arcaica; classica; ellenistica";Santuario;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ctonie.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ctonie.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ctonie_eng.pdf
Agrigento;13.604259;37.297263;Santuario rupestre;Rupe Atenea;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"arcaica; classica; ellenistica";Santuario;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_santuariorupestre.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_santuariorupestre.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_santuariorupestre_eng.pdf
Agrigento;13.601869;37.297373;Mura;Rupe Atenea;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"arcaica; classica; ellenistica";Fortificazioni;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_mura.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_mura.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_mura_eng.pdf
Agrigento;13.590352;37.296302;Teatro;Via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;ellenistica;Teatro;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;0.0;0.0;"Visite guidate agli scavi; giorni e orari da definire";http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_teatro.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_teatro_eng.pdf
Agrigento;13.586672;37.293474;Ginnasio;Via Passeggiata archeologica;Parco archeologico e paesaggistico della Valle dei Templi;http://www.regione.sicilia.it/bbccaa/Dirbenicult/musei/cartedelleareearcheologiche/valledeitempliagrigento.pdf;"classica; ellenistica; imperiale";Ginnasio;Ingresso gratuito a tutti per la prima domenica di ogni mese.;0922/621657/659/660/661;urp.parcoag@regione.sicilia.it;;10.0;5.0;Tutti i giorni dalle ore 8,30 alle ore 19,00 (via Sacra, Tempio di Giove), Quartiere Ellenistico Romano, Tempio di Demetra ed altre aree decentrate dalle ore 8,30 alle ore 17,00,.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ginnasio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Valletempli_ginnasio.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Valletempli_ginnasio_eng.pdf
Termini Imerese;13.824059;37.973966;Tempio della Vittoria;C.da Buonfornello, S.S. 113 - Km 206;Parco archeologico di Himera;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65;classica;Tempio;La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.;0918140128 - 0918140906;poloarcheologico.pa.uo5@regione.sicilia.it;https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/;4.0;2.0;Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_vittoria.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_vittoria.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_vittoria_eng.pdf
Termini Imerese;13.82322;37.971013;Santuario di Atena;C.da Buonfornello, S.S. 113 - Km 206;Parco archeologico di Himera;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65;"arcaica; classica";Santuario;La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.;0918140128 - 0918140906;poloarcheologico.pa.uo5@regione.sicilia.it;https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/;4.0;2.0;Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_atena.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_atena.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_atena_eng.pdf
Termini Imerese;13.821105;37.970385;Città alta - Abitato;C.da Buonfornello, S.S. 113 - Km 206;Parco archeologico di Himera;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65;"arcaica; classica";Abitato;La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.;0918140128 - 0918140906;poloarcheologico.pa.uo5@regione.sicilia.it;https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/;4.0;2.0;Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_abitato.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_abitato.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_abitato_eng.pdf
Termini Imerese;13.81872;37.97127;Città bassa - Quartiere Cancila;C.da Buonfornello, S.S. 113 - Km 206;Parco archeologico di Himera;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65;"arcaica; classica";Abitato;La prima domenica del mese ingresso gratuito. Lunedì chiusura. La biglietteria chiude trenta minuti prima dell'uscita.;0918140128 - 0918140906;poloarcheologico.pa.uo5@regione.sicilia.it;https://it-it.facebook.com/Parco-di-Himera-Polo-regionale-di-Palermo-per-i-Parchi-e-Musei-Archeologici-192136660918244/;4.0;2.0;Da martedì a sabato 9,30-13,30 14,30-18,30, domenica e festivi 9,30-13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_cancila.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Himera_cancila.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Himera_cancila_eng.pdf
Termini Imerese;13.69385;37.987784;Anfiteatro;Via Anfiteatro - Piano Barlaci;Area archeologica di Termini Imerese;http://www.prolocotermini.it/index.php?option=com_content&view=article&id=111:anfiteatro-romano&catid=82:monumenti&Itemid=435;imperiale;Anfiteatro;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_anfiteatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_anfiteatro.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_anfiteatro_eng.pdf
Termini Imerese;13.693206;37.987659;Curia;Villa Niccolò Palmeri, via Enrico Iannelli;Area archeologica di Termini Imerese;http://www.prolocotermini.it/index.php?option=com_content&view=article&id=142:villa-comunale-palmeri&catid=91:luoghi-di-interesse&Itemid=630;imperiale;Edificio pubblico civile;;;nan;;0.0;0.0;Tutti i giorni;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_curia.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_curia.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_curia_eng.pdf
Termini Imerese;13.685197;37.970343;Acquedotto Cornelio;C.da Figurella;Area archeologica di Termini Imerese;http://www.prolocotermini.it/index.php?option=com_content&view=article&id=85:acquedotto-romano-cornelio&catid=82:monumenti&Itemid=630;imperiale;Acquedotto;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_cornelio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini_cornelio.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_cornelio_eng.pdf
Termini Imerese;13.69747;37.98786;Abitato;Centro storico;Area archeologica di Termini Imerese;;imperiale;Abitato;;;nan;;Non Disponibile;Non Disponibile;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Termini.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Termini_eng.pdf
Santa Flavia;13.531488;38.092613;Cd. Ginnasio;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ginnasio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_ginnasio.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ginnasio_eng.pdf
Santa Flavia;13.531679;38.09301;Casa di Leda;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_leda.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_leda.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_leda_eng.pdf
Santa Flavia;13.532243;38.094597;Casa delle Ghirlande;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ghirlande.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_ghirlande.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_ghirlande_eng.pdf
Santa Flavia;13.530421;38.093386;Casa delle Maschere;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_maschere.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_maschere.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_maschere_eng.pdf
Santa Flavia;13.531301;38.092887;Casa di Arpocrate;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_arpocrate.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_arpocrate.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_arpocrate_eng.pdf
Santa Flavia;13.531947;38.094167;Teatro;Località Solunto, Via Collegio Romano;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Teatro;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_teatro.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_teatro_eng.pdf
Santa Flavia;13.531979;38.093301;Edificio sacro con altare a tre betili;Località Solunto;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;ellenistica;Santuario;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_areasacra.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_areasacra.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_areasacra_eng.pdf
Santa Flavia;13.531535;38.093942;Edifici sacri a due navate;Località Solunto;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;ellenistica;Santuario;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_edifici2navate.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_edifici2navate.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_edifici2navate_eng.pdf
Santa Flavia;13.532169;38.093982;Agorà;Località Solunto;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;ellenistica;Area pubblica civile;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_agora.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_agora.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_agora_eng.pdf
Santa Flavia;13.531219;38.093191;Casa del cerchio mosaico;Località Solunto;Parco archeologico di Solunto;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62;"ellenistica; imperiale";Casa;La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.;;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;4.0;2.0;Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_cerchiomosaico.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_cerchiomosaico.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_cerchiomosaico_eng.pdf
Santa Flavia;13.531565;38.080427;Necropoli;Via Consolare;Parco archeologico di Solunto;http://www.comune.santaflavia.pa.it/index.php?option=com_content&task=view&id=27&Itemid=35;"arcaica; classica; ellenistica";Necropoli;Visitabile su richiesta;3387845140 - 091909339 - 091905043;poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it;https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal;Non Disponibile;Non Disponibile;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_necropoli.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_necropoli.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_necropoli_eng.pdf
Palermo;13.355695;38.112287;Case Romane;Piazza della Vittoria - Villa Bonanno;Area archeologica di Villa Bonanno;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=172&IdSito=60;"ellenistica; imperiale";Casa;;091 7071317/411;nan;;0.0;0.0;Visitabile su prenotazione;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_villabonanno.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_villabonanno.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_villabonanno_eng.pdf
